timestamp,thread,cls,name,method,tag,arg_0,arg_1,arg_2,arg_3,arg_4,arg_5,arg_6,arg_7,arg_8,arg_9,arg_10,arg_11,arg_12,arg_13,arg_14,arg_15,arg_16,arg_17,arg_18,arg_19
59,main,Inertial,inertial,state,,1,523,0,0,1,0,0,0,1.403851,-1.983703,0.2746666,0.01049805,0.1068115,1.009888,1
61,main,Inertial,inertial,calibrate,
2161,main,Inertial,inertial,state,,1,2600,359.9979,-0.002088455,0,0.8071121,0.09466088,359.9979,0,0,0,0.005981445,0.1156006,1.016724,1
2163,main,Gps,gps,state,,1,2604,357.6292,357.6292,964.6256,1373.395,0,0,3.486339,4.057793,-2.370778,-1.007111,-1.22074,0.8545183,0.04980469,0.08996582,-1.008179,1
2170,main,Odometry,odometry,compute_position_with_heading,,2606,2591,2610,152.66,326.33,359.9981,0,0
2171,main,Inertial,inertial,set_heading,,357.6292,0
2172,main,Odometry,odometry,reset,,2606,2591,2610,152.66,326.33,357.6292,964.6256,1373.395
2432,t55306412,Motor,intake_1st_stage,set_velocity,,470,1
2432,t55306412,Motor,intake_2nd_stage,set_velocity,,470,1
2433,t55306412,Odometry,odometry,compute_position_with_heading,,2863,2848,2868,152.66,326.33,357.6421,964.6256,1373.395
2439,t55306412,Odometry,odometry,compute_position_with_heading,,2863,2848,2868,152.66,326.33,357.6421,964.6256,1373.395
2488,t55306412,Tank,tank,arcade_args,,-3.649588,-50,-50,-46.35041
2489,t55306412,PIDMover,pid_mover,step,,0,1200,600,964.6256,1373.395,357.6421,-14.56921,-14.56921,0,-3.649588,0,-782.4241,-782.4241,0,-50,0,0
2512,t55306412,Odometry,odometry,compute_position_with_heading,,2942,2927,2947,152.66,326.33,357.6488,964.6256,1373.395
2538,t55306412,Tank,tank,arcade_args,,-3.658555,-50,-50,-46.34145
2539,t55306412,PIDMover,pid_mover,step,,1,1200,600,964.6256,1373.395,357.6488,-14.57593,-29.14514,-0.006713867,-3.658555,0,-782.4003,-1564.824,0.02386475,-50,0,0
2562,t55306412,Odometry,odometry,compute_position_with_heading,,2981,2987,2997,152.66,326.33,357.6448,964.6256,1373.395
2588,t55306412,Tank,tank,arcade_args,,-3.664833,-50,-50,-46.33517
2589,t55306412,PIDMover,pid_mover,step,,2,1200,600,964.6256,1373.395,357.6448,-14.5719,-43.71704,0.00402832,-3.664833,0,-782.4145,-2347.1276,-58.2298,0.05914307,-3.657304,0,-782.6241,-3129.863,-0.2095337,-50,0,0
2662,t55306412,Odometry,odometry,compute_position_with_heading,,3080,3086,3096,152.66,320.88,357.8154,964.759,1370.076
2688,t55306412,Tank,tank,ar,pid_mover,step,,6,1200,600,966.0465,1323.164,358.8828,-16.80988,-105.4136,-1.238129,-4.255176,0,-727.5886,-5397.889,34.36511,-50,0,0
2812,t55306412,Odometry,odometry,compute_position_with_heading,,3238,3224,3245,152.66,197y,odometry,compute_position_with_heading,,3337,3323,3345,152.66,51.32,0.647522,966.2362,1256.495
2938,t55306412,Tank,tank,arcade_args,,-5.14296,-50,-50,-44.85704
2939,t55306412,PIDMover,pid_mover,step,,9,1200,600,966.2362,442,3444,152.66,-146.44,0.8913879,964.349,1135.965
3038,t55306412,Tank,tank,arcade_args,,-6.261064,-50,-50,-43.73894
3039,t55306412,PIDMover,pid_mover,step,,11,1200,600,964.349,1135.965,0.8913879,-24.62537,-209.4449,-2.099pute_position_with_heading,,3574,3581,3593,160.57,-360.89,358.4304,968.7801,1043.537
3188,t55306412,Tank,tank,arcade_args,,-6.633662,-45.97166,-45.97166,-39.338
3194,t55306412,PIDMover,pid_mover,step,,14,1200,600,968.7801,5.3937,-26.73785,-338.9652,0.06863403,-6.853946,0,-378.7371,-10795.27,25.42313,-38.95324,0,0
3313,t55306412,Odometry,odometry,compute_position_with_heading,,3732,3719,3742,174.19,-546.87,354.2431,984.0611,930.9279
3438,t55306412,Tank,tank,arcade_args,,-7.556355,-29.25918,-29.25918,-21.70282
3439,t55306412,PIDMover,pid_mover,step,,19,1200,600,350.1954,1008.608,787.5094
3538,t55306412,Tank,tank,arcade_args,,-6.266214,-22.95563,-22.95563,-16.68942
3539,t55306412,PIDMover,pid_mover,step,,21,1200,600,1008.608,787.5094,350.1954,-24.11442,-475.2173,1.979134,-6.26621.03,16.21397,-18.21154,0,0
3663,t55306412,Odometry,odometry,compute_position_with_heading,,4068,4076,4089,185,-910.5599,347.8213,1024.623,712.9601
3688,t55306412,Tank,tank,arcade_args,,-4.961695,-16.0112,-16.0112,-11.0495110.7874,-14.94612,0,0
3768,t55306412,Odometry,odometry,compute_position_with_heading,,4166,4175,4189,187.73,-957.4,346.0455,1032.712,685.521
3788,t55306412,Tank,tank,arcade_args,,-4.512732,-13.62951,-13.62951,-9.116777
3888,t55306412,Tank,tank,arcade_args,,-4.198699,-12.11816,-12.11816,-7.919462
